# jdk-only method-granular multi-image sweep — H25-1 N1
# regenerate: scripts/jdk-only-image-method-index.py per image, then scripts/jdk-only-image-method-sweep.py --tsv
# census: /data/w45work/census.json (8317 registrations, strict mode)
# images: jdk17-linux=17.0.20.1 jdk17-mac-x64=17.0.20.1 jdk17-windows=17.0.20 jdk21-linux=21.0.12 jdk21-mac-x64=21.0.12 jdk21-windows=21.0.12 jdk25-linux=25.0.4 jdk25-mac-x64=25.0.4 jdk25-windows=25.0.4
# canary java/lang/StringUTF16.isBigEndian()Z: cross-version
# verdicts: cross-version=399 dead-everywhere=263 field-shaped=49 live=6507 no-image-class=1099
#
# cross-version rows MUST NOT be deleted: an image this host does not
# run declares the method.
# field-shaped rows MUST NOT be deleted either: the name IS on the
# hierarchy, as a FIELD. An index built from the method table alone calls
# them dead and is wrong; WORKER 3's independent javap sweep found the
# same shape (38 rows there, 42 here).
# dead-everywhere rows are the retirable population, and retiring them is
# predicted to move the shadow census by ZERO — they are never
# dispatched (H25-1 §3).
verdict	shape	class	name	descriptor	owns_slot	registered_by	declared_by
cross-version	-	jdk/jfr/internal/JVM	getConfiguration	(Ljava/lang/Class;)Ljava/lang/Object;	yes	native-builtins/src/jfr.rs:2310	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	getDumpPath	()Ljava/lang/String;	yes	native-builtins/src/jfr.rs:2347	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	getEventWriter	()Ljdk/jfr/internal/event/EventWriter;	yes	native-builtins/src/jfr.rs:2246	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	getStackTraceId	(I)J	yes	native-builtins/src/jfr.rs:2055	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	jdk/jfr/internal/JVM	getStackTraceId	(IJ)J	yes	native-builtins/src/jfr.rs:2047	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	hostTotalMemory	()J	yes	native-builtins/src/jfr.rs:2083	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	hostTotalSwapMemory	()J	yes	native-builtins/src/jfr.rs:2094	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	isContainerized	()Z	yes	native-builtins/src/jfr.rs:1973	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	isExcluded	(Ljava/lang/Class;)Z	yes	native-builtins/src/jfr.rs:1973	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	isInstrumented	(Ljava/lang/Class;)Z	yes	native-builtins/src/jfr.rs:1973	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	isProduct	()Z	yes	native-builtins/src/jfr.rs:1993	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	nanosNow	()J	yes	native-builtins/src/jfr.rs:1871	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	newEventWriter	()Ljdk/jfr/internal/event/EventWriter;	yes	native-builtins/src/jfr.rs:2253	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	registerStackFilter	([Ljava/lang/String;[Ljava/lang/String;)J	yes	native-builtins/src/jfr.rs:2067	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setCPUPeriod	(J)V	yes	native-builtins/src/jfr.rs:1605	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setCPURate	(D)V	yes	native-builtins/src/jfr.rs:1605	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setConfiguration	(Ljava/lang/Class;Ljdk/jfr/internal/event/EventConfiguration;)Z	yes	native-builtins/src/jfr.rs:2278	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setDumpPath	(Ljava/lang/String;)V	no	native-builtins/src/jfr.rs:1605	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setDumpPath	(Ljava/lang/String;)V	yes	native-builtins/src/jfr.rs:2331	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setMethodTraceFilters	([Ljava/lang/String;[Ljava/lang/String;[Ljava/lang/String;[I)[J	yes	native-builtins/src/jfr.rs:2749	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	setMiscellaneous	(JJ)V	yes	native-builtins/src/jfr.rs:1605	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/jfr/internal/JVM	unregisterStackFilter	(J)V	yes	native-builtins/src/jfr.rs:1605	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	jdk/net/LinuxSocketOptions	getIpDontFragment0	(IZ)Z	yes	native-io/src/net.rs:4726	jdk21-linux,jdk25-linux
cross-version	-	jdk/net/LinuxSocketOptions	setIpDontFragment0	(IZZ)V	yes	native-io/src/net.rs:4733	jdk21-linux,jdk25-linux
cross-version	-	jdk/net/WindowsSocketOptions	getIpDontFragment0	(IZ)Z	yes	native-io/src/net.rs:4579	jdk21-windows,jdk25-windows
cross-version	-	jdk/net/WindowsSocketOptions	setIpDontFragment0	(IZZ)V	yes	native-io/src/net.rs:4598	jdk21-windows,jdk25-windows
cross-version	-	sun/awt/PlatformGraphicsInfo	hasDisplays0	()Z	yes	native-awt/src/natives.rs:841	jdk25-windows
cross-version	-	sun/net/PortConfig	getLower0	()I	yes	native-builtins/src/lib.rs:23061	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/net/PortConfig	getUpper0	()I	yes	native-builtins/src/lib.rs:23068	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/net/dns/ResolverConfigurationImpl	init0	()V	yes	native-builtins/src/lib.rs:22996	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/net/dns/ResolverConfigurationImpl	loadDNSconfig0	()V	yes	native-builtins/src/lib.rs:23017	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/net/dns/ResolverConfigurationImpl	notifyAddrChange0	()I	yes	native-builtins/src/lib.rs:23050	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileChannelImpl	map0	(IJJZ)J	yes	native-io/src/file_channel.rs:1276	jdk17-linux,jdk17-mac-x64,jdk17-windows
cross-version	-	sun/nio/ch/FileChannelImpl	maxDirectTransferSize0	()I	yes	native-io/src/file_channel.rs:1285	jdk17-linux,jdk17-mac-x64,jdk17-windows
cross-version	-	sun/nio/ch/FileChannelImpl	open	(Ljava/io/FileDescriptor;Ljava/lang/String;ZZZLjava/io/Closeable;)Ljava/nio/channels/FileChannel;	yes	native-io/src/file_channel.rs:1255	jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	sun/nio/ch/FileChannelImpl	unmap0	(JJ)I	yes	native-io/src/file_channel.rs:1278	jdk17-linux,jdk17-mac-x64,jdk17-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	allocationGranularity0	()J	yes	native-io/src/nio_native.rs:1185	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	available0	(Ljava/io/FileDescriptor;)I	yes	native-io/src/nio_native.rs:1185	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	close0	(Ljava/io/FileDescriptor;)V	yes	native-io/src/nio_native.rs:1185	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	closeIntFD	(I)V	yes	native-io/src/nio_selector.rs:4865	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/FileDispatcherImpl	duplicateHandle	(J)J	yes	native-io/src/nio_native.rs:1185	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	init0	()V	yes	native-io/src/nio_native.rs:1185	jdk21-linux,jdk25-linux
cross-version	-	sun/nio/ch/FileDispatcherImpl	isOther0	(Ljava/io/FileDescriptor;)Z	yes	native-io/src/nio_native.rs:1185	jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	map0	(Ljava/io/FileDescriptor;IJJZ)J	yes	native-io/src/nio_native.rs:1185	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	maxDirectTransferSize0	()I	yes	native-io/src/nio_native.rs:1185	jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	preClose0	(Ljava/io/FileDescriptor;)V	yes	native-io/src/nio_native.rs:1187	jdk17-linux,jdk17-mac-x64
cross-version	-	sun/nio/ch/FileDispatcherImpl	setDirect0	(Ljava/io/FileDescriptor;Ljava/nio/CharBuffer;)I	yes	native-io/src/nio_native.rs:1185	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJZ)J	yes	native-io/src/nio_native.rs:1185	jdk21-linux,jdk25-linux
cross-version	-	sun/nio/ch/FileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;Z)J	yes	native-io/src/nio_native.rs:1185	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	unmap0	(JJ)I	yes	native-io/src/nio_native.rs:1185	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	write0	(Ljava/io/FileDescriptor;JI)I	yes	native-io/src/nio_native.rs:1185	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/FileDispatcherImpl	write0	(Ljava/io/FileDescriptor;JIZ)I	yes	native-io/src/nio_native.rs:1185	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileDispatcherImpl	writev0	(Ljava/io/FileDescriptor;JI)J	yes	native-io/src/nio_native.rs:1185	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/FileDispatcherImpl	writev0	(Ljava/io/FileDescriptor;JIZ)J	yes	native-io/src/nio_native.rs:1185	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/FileKey	init	(Ljava/io/FileDescriptor;)V	yes	native-io/src/file_channel.rs:1325	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	sun/nio/ch/FileKey	init	(Ljava/io/FileDescriptor;[I)V	yes	native-io/src/file_channel.rs:1295	jdk25-windows
cross-version	-	sun/nio/ch/FileKey	init	(Ljava/io/FileDescriptor;[J)V	yes	native-io/src/file_channel.rs:1311	jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/FileKey	initIDs	()V	yes	native-io/src/file_channel.rs:1322	jdk17-linux,jdk17-mac-x64,jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows
cross-version	-	sun/nio/ch/IOUtil	writevMax	()J	yes	native-io/src/nio_native.rs:1370	jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/NativeThread	current0	()J	yes	native-io/src/nio_native.rs:1363	jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/NativeThread	init	()V	yes	native-io/src/nio_native.rs:1365	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/NativeThread	supportPendingSignals0	()Z	yes	native-builtins/src/lib.rs:23127	jdk17-linux,jdk17-mac-x64,jdk21-linux,jdk21-mac-x64,jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/SocketDispatcher	close0	(I)V	yes	native-io/src/net.rs:4379	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/SocketDispatcher	invalidateAndClose	(Ljava/io/FileDescriptor;)V	yes	native-io/src/net.rs:4401	jdk17-windows,jdk21-windows,jdk25-windows
cross-version	-	sun/nio/ch/SocketDispatcher	write0	(Ljava/io/FileDescriptor;JI)I	yes	native-io/src/net.rs:4365	jdk17-windows,jdk21-linux,jdk21-mac-x64,jdk21-windows,jdk25-linux,jdk25-mac-x64,jdk25-windows
cross-version	-	sun/nio/ch/UnixFileDispatcherImpl	available0	(Ljava/io/FileDescriptor;)I	yes	native-io/src/nio_native.rs:1185	jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/ch/UnixFileDispatcherImpl	isOther0	(Ljava/io/FileDescriptor;)Z	yes	native-io/src/nio_native.rs:1185	jdk25-linux,jdk25-mac-x64
cross-version	-	sun/nio/fs/DefaultFileSystemProvider	instance	()Lsun/nio/fs/LinuxFileSystemProvider;	yes	native-builtins/src/phases_late/nio_file.rs:1455	jdk17-linux,jdk21-linux,jdk25-linux
cross-version	-	sun/security/jca/GetInstance	getServices	(Ljava/lang/String;Ljava/lang/String;)Ljava/util/Iterator;	yes	native-builtins/src/jca/provider_chain.rs:8063	jdk25-linux,jdk25-mac-x64,jdk25-windows
dead-everywhere	truly-gone	com/sun/management/OperatingSystemMXBean	getMaxFileDescriptorCount	()J	yes	native-builtins/src/jmx.rs:6591	-
dead-everywhere	truly-gone	com/sun/management/OperatingSystemMXBean	getOpenFileDescriptorCount	()J	yes	native-builtins/src/jmx.rs:6591	-
dead-everywhere	near-miss	com/sun/net/httpserver/HttpContext	setAuthenticator	(Lcom/sun/net/httpserver/Authenticator;)V	yes	native-builtins/src/phases_late/net_channels.rs:5967	-
dead-everywhere	truly-gone	java/awt/Graphics	getBackground	()Ljava/awt/Color;	yes	native-awt/src/natives.rs:1542	-
dead-everywhere	truly-gone	java/awt/Graphics	getTransform	()Ljava/awt/geom/AffineTransform;	yes	native-awt/src/natives.rs:1641	-
dead-everywhere	truly-gone	java/awt/Graphics	rotate	(D)V	yes	native-awt/src/natives.rs:1674	-
dead-everywhere	truly-gone	java/awt/Graphics	scale	(DD)V	yes	native-awt/src/natives.rs:1681	-
dead-everywhere	truly-gone	java/awt/Graphics	setBackground	(Ljava/awt/Color;)V	yes	native-awt/src/natives.rs:1525	-
dead-everywhere	truly-gone	java/awt/Graphics	setRenderingHint	(Ljava/awt/RenderingHints$Key;Ljava/lang/Object;)V	yes	native-awt/src/natives.rs:1690	-
dead-everywhere	truly-gone	java/awt/Graphics	setStroke	(Ljava/awt/Stroke;)V	yes	native-awt/src/natives.rs:1750	-
dead-everywhere	truly-gone	java/awt/Graphics	setTransform	(Ljava/awt/geom/AffineTransform;)V	yes	native-awt/src/natives.rs:1613	-
dead-everywhere	truly-gone	java/io/Console$1	charset	()Ljava/nio/charset/Charset;	yes	native-builtins/src/shared_secrets_bridge.rs:2432	-
dead-everywhere	truly-gone	java/io/FileDescriptor	registerNatives	()V	yes	native-builtins/src/lib.rs:16232	-
dead-everywhere	truly-gone	java/io/FileInputStream	registerNatives	()V	yes	native-builtins/src/lib.rs:16220	-
dead-everywhere	truly-gone	java/io/FileOutputStream	registerNatives	()V	yes	native-builtins/src/lib.rs:16226	-
dead-everywhere	truly-gone	java/io/ObjectInputStream$1	checkArray	(Ljava/io/ObjectInputStream;Ljava/lang/Class;I)V	yes	native-builtins/src/shared_secrets_bridge.rs:3698	-
dead-everywhere	near-miss	java/io/ObjectStreamClass	hasStaticInitializer	(Ljava/lang/Class;Z)Z	yes	native-builtins/src/lib.rs:20694	-
dead-everywhere	near-miss	java/io/PrintStream	write	(Ljava/lang/String;II)V	yes	native-builtins/src/logging_shims.rs:252	-
dead-everywhere	near-miss	java/io/UnixFileSystem	delete0	(Ljava/io/File;Z)Z	yes	native-builtins/src/phases_late/nio_file.rs:9448	-
dead-everywhere	truly-gone	java/io/UnixFileSystem	getDriveDirectory	(I)Ljava/lang/String;	yes	native-builtins/src/phases_late/nio_file.rs:9448	-
dead-everywhere	truly-gone	java/io/UnixFileSystem	getFinalPath0	(Ljava/lang/String;)Ljava/lang/String;	yes	native-builtins/src/phases_late/nio_file.rs:9448	-
dead-everywhere	near-miss	java/io/UnixFileSystem	getNameMax0	(Ljava/lang/String;)I	yes	native-builtins/src/phases_late/nio_file.rs:9448	-
dead-everywhere	truly-gone	java/io/UnixFileSystem	listRoots0	()I	yes	native-builtins/src/phases_late/nio_file.rs:9448	-
dead-everywhere	near-miss	java/io/WinNTFileSystem	getNameMax0	(Ljava/lang/String;)J	yes	native-builtins/src/phases_late/nio_file.rs:9448	-
dead-everywhere	truly-gone	java/lang/Class	hasRealParameterData	()Z	yes	native-builtins/src/lib.rs:13731	-
dead-everywhere	truly-gone	java/lang/Object	accumulator	()Ljava/util/function/BiConsumer;	yes	native-collections/src/lib.rs:33174	-
dead-everywhere	truly-gone	java/lang/Object	combiner	()Ljava/util/function/BinaryOperator;	yes	native-collections/src/lib.rs:33186	-
dead-everywhere	truly-gone	java/lang/Object	finisher	()Ljava/util/function/Function;	yes	native-collections/src/lib.rs:33180	-
dead-everywhere	truly-gone	java/lang/Object	registerNatives	()V	yes	native-builtins/src/lib.rs:11269	-
dead-everywhere	truly-gone	java/lang/Object	supplier	()Ljava/util/function/Supplier;	yes	native-collections/src/lib.rs:33168	-
dead-everywhere	near-miss	java/lang/StackStreamFactory$AbstractStackWalker	callStackWalk	(JIIII[Ljava/lang/Object;)I	yes	native-builtins/src/lang_stackwalker.rs:951	-
dead-everywhere	near-miss	java/lang/StackStreamFactory$AbstractStackWalker	callStackWalk	(JIII[Ljava/lang/Object;[Ljava/lang/Class;)Ljava/lang/Object;	yes	native-builtins/src/lang_stackwalker.rs:881	-
dead-everywhere	truly-gone	java/lang/StackStreamFactory$AbstractStackWalker	checkStackWalkModes	()Z	yes	native-builtins/src/stack_walker.rs:481	-
dead-everywhere	near-miss	java/lang/StackStreamFactory$AbstractStackWalker	fetchStackFrames	(JJII)I	yes	native-builtins/src/lang_stackwalker.rs:982	-
dead-everywhere	near-miss	java/lang/System$1	blockedOn	(Ljava/lang/Thread;Lsun/nio/ch/Interruptible;)V	yes	native-builtins/src/shared_secrets_bridge.rs:1930	-
dead-everywhere	truly-gone	java/lang/System$1	currentThread0	()Ljava/lang/Thread;	no	native-builtins/src/lib.rs:34937	-
dead-everywhere	truly-gone	java/lang/System$1	currentThread0	()Ljava/lang/Thread;	yes	native-builtins/src/shared_secrets_bridge.rs:1870	-
dead-everywhere	truly-gone	java/lang/System$1	findNative	(Ljava/lang/ClassLoader;Ljava/lang/String;)J	yes	native-builtins/src/shared_secrets_bridge.rs:2099	-
dead-everywhere	truly-gone	java/lang/System$1	getBytesNoRepl	(Ljava/lang/String;Ljava/nio/charset/Charset;)[B	yes	native-builtins/src/shared_secrets_bridge.rs:2021	-
dead-everywhere	truly-gone	java/lang/System$1	getBytesUtf8NoRepl	(Ljava/lang/String;)[B	yes	native-builtins/src/shared_secrets_bridge.rs:1992	-
dead-everywhere	near-miss	java/lang/System$1	getDeclaredPublicMethods	(Ljava/lang/Class;)[Ljava/lang/reflect/Method;	yes	native-builtins/src/shared_secrets_bridge.rs:2040	-
dead-everywhere	near-miss	java/lang/System$1	getEnumConstantsShared	(Ljava/lang/Class;)[Ljava/lang/Object;	yes	native-builtins/src/shared_secrets_bridge.rs:1972	-
dead-everywhere	truly-gone	java/lang/System$1	getMethodsOrNull	(Ljava/lang/Class;)[Ljava/lang/reflect/Method;	yes	native-builtins/src/shared_secrets_bridge.rs:2046	-
dead-everywhere	truly-gone	java/lang/System$1	getReflectionFactory	()Ljdk/internal/reflect/ReflectionFactory;	yes	native-builtins/src/shared_secrets_bridge.rs:1924	-
dead-everywhere	truly-gone	java/lang/System$1	isCarrierThreadLocalPresent	(Ljdk/internal/misc/CarrierThreadLocal;)Z	yes	native-builtins/src/shared_secrets_bridge.rs:1960	-
dead-everywhere	truly-gone	java/lang/System$1	newStackTraceElement	(Ljava/lang/StackWalker$StackFrame;)Ljava/lang/StackTraceElement;	yes	native-builtins/src/shared_secrets_bridge.rs:2028	-
dead-everywhere	truly-gone	java/lang/System$1	newStringUtf8NoRepl	([BII)Ljava/lang/String;	yes	native-builtins/src/shared_secrets_bridge.rs:1986	-
dead-everywhere	near-miss	java/lang/System$2	blockedOn	(Ljava/lang/Thread;Lsun/nio/ch/Interruptible;)V	yes	native-builtins/src/shared_secrets_bridge.rs:1930	-
dead-everywhere	truly-gone	java/lang/System$2	currentThread0	()Ljava/lang/Thread;	yes	native-builtins/src/shared_secrets_bridge.rs:1870	-
dead-everywhere	truly-gone	java/lang/System$2	getBytesUtf8NoRepl	(Ljava/lang/String;)[B	yes	native-builtins/src/shared_secrets_bridge.rs:1992	-
dead-everywhere	near-miss	java/lang/System$2	getDeclaredPublicMethods	(Ljava/lang/Class;)[Ljava/lang/reflect/Method;	yes	native-builtins/src/shared_secrets_bridge.rs:2040	-
dead-everywhere	near-miss	java/lang/System$2	getEnumConstantsShared	(Ljava/lang/Class;)[Ljava/lang/Object;	yes	native-builtins/src/shared_secrets_bridge.rs:1972	-
dead-everywhere	truly-gone	java/lang/System$2	getMethodsOrNull	(Ljava/lang/Class;)[Ljava/lang/reflect/Method;	yes	native-builtins/src/shared_secrets_bridge.rs:2046	-
dead-everywhere	truly-gone	java/lang/System$2	getReflectionFactory	()Ljdk/internal/reflect/ReflectionFactory;	yes	native-builtins/src/shared_secrets_bridge.rs:1924	-
dead-everywhere	truly-gone	java/lang/System$2	newStackTraceElement	(Ljava/lang/StackWalker$StackFrame;)Ljava/lang/StackTraceElement;	yes	native-builtins/src/shared_secrets_bridge.rs:2028	-
dead-everywhere	truly-gone	java/lang/System$2	newStringUtf8NoRepl	([BII)Ljava/lang/String;	yes	native-builtins/src/shared_secrets_bridge.rs:1986	-
dead-everywhere	truly-gone	java/lang/System$2	uncheckedGetBytesNoRepl	(Ljava/lang/String;Ljava/nio/charset/Charset;)[B	yes	native-builtins/src/shared_secrets_bridge.rs:2021	-
dead-everywhere	truly-gone	java/lang/Throwable	getStackTraceDepth	()I	yes	native-builtins/src/lib.rs:17311	-
dead-everywhere	truly-gone	java/lang/Throwable	getStackTraceElement	(I)Ljava/lang/StackTraceElement;	yes	native-builtins/src/lib.rs:17317	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	allocateFrom	(Ljava/lang/foreign/Arena;Ljava/lang/foreign/ValueLayout;I)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:1964	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	allocateFrom	(Ljava/lang/foreign/Arena;Ljava/lang/foreign/ValueLayout;J)Ljava/lang/foreign/MemorySegment;	yes	native-builtins/src/panama.rs:1990	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	checkAccess	(JJZ)V	yes	native-builtins/src/panama.rs:1321	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	checkBounds	(JJ)V	yes	native-builtins/src/panama.rs:1312	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	checkReadOnly	(Z)V	yes	native-builtins/src/panama.rs:1302	-
dead-everywhere	near-miss	java/lang/foreign/MemorySegment	get	(Ljava/lang/foreign/ValueLayout;J)Ljava/lang/Object;	yes	native-builtins/src/panama.rs:1572	-
dead-everywhere	near-miss	java/lang/foreign/MemorySegment	getAtIndex	(Ljava/lang/foreign/ValueLayout;J)Ljava/lang/Object;	yes	native-builtins/src/panama.rs:1650	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	isAlignedForElement	(JJ)Z	yes	native-builtins/src/panama.rs:1333	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	isAlignedForElement	(JLjava/lang/foreign/MemoryLayout;)Z	yes	native-builtins/src/panama.rs:1344	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	maxAlignMask	()J	yes	native-builtins/src/panama.rs:1258	-
dead-everywhere	near-miss	java/lang/foreign/MemorySegment	scope	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/panama.rs:1288	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	sessionImpl	()Ljdk/internal/foreign/MemorySessionImpl;	yes	native-builtins/src/panama.rs:1272	-
dead-everywhere	near-miss	java/lang/foreign/MemorySegment	set	(Ljava/lang/foreign/ValueLayout;JLjava/lang/Object;)V	yes	native-builtins/src/panama.rs:1580	-
dead-everywhere	near-miss	java/lang/foreign/MemorySegment	setAtIndex	(Ljava/lang/foreign/ValueLayout;JLjava/lang/Object;)V	yes	native-builtins/src/panama.rs:1656	-
dead-everywhere	near-miss	java/lang/foreign/MemorySegment	toArray	(Ljava/lang/foreign/ValueLayout$OfBoolean;)[Z	yes	native-builtins/src/panama.rs:2718	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	unsafeGetBase	()Ljava/lang/Object;	yes	native-builtins/src/panama.rs:1228	-
dead-everywhere	truly-gone	java/lang/foreign/MemorySegment	unsafeGetOffset	()J	yes	native-builtins/src/panama.rs:1246	-
dead-everywhere	truly-gone	java/lang/invoke/MethodHandleImpl$1	findMethodHandleType	(Ljava/lang/Class;[Ljava/lang/Class;)Ljava/lang/invoke/MethodType;	yes	native-builtins/src/shared_secrets_bridge.rs:2261	-
dead-everywhere	truly-gone	java/lang/invoke/MethodHandleImpl$1	linkMethodHandleConstant	(Ljava/lang/Class;ILjava/lang/Class;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/invoke/MethodHandle;	yes	native-builtins/src/shared_secrets_bridge.rs:2267	-
dead-everywhere	truly-gone	java/lang/invoke/MethodHandleImpl$1	makeClassValueMap	()Ljava/util/Map;	yes	native-builtins/src/shared_secrets_bridge.rs:2273	-
dead-everywhere	truly-gone	java/lang/module/ResolvedModule	getDescriptor	()Ljava/lang/module/ModuleDescriptor;	yes	native-builtins/src/jboss_jdkspecific.rs:2419	-
dead-everywhere	truly-gone	java/lang/reflect/ReflectAccess	newAccessibleObject	()Ljava/lang/reflect/AccessibleObject;	yes	native-builtins/src/shared_secrets_bridge.rs:2396	-
